0_lat,0_location,0_lon,demographics-life_ex,demographics-median_inc,demographics-pct_50plus,demographics-pct_65plus,demographics-pct_africa,demographics-pct_asian,demographics-pct_disabi,demographics-pct_hispan,demographics-pct_povert,demographics-total_popu,engagement-broadband cost and speed,"engagement-cultural, arts, and entertainment institutions",engagement-opportunity for civic involvement,engagement-social involvement index,environment-air quality index,environment-drinking water quality,environment-local industrial pollution,environment-near-roadway pollution,health-access to exercise opportunities,health-health professional shortage areas,health-obesity prevalence,health-preventable hospitalization rate,health-tobacco use,livability-engagement,livability-environment,livability-health,livability-housing,livability-neighborhood,livability-opportunity,livability-transportation,neighborhood-access to grocery stores,neighborhood-access to libraries,neighborhood-access to parks,neighborhood-activity density,neighborhood-automobile accessibility,neighborhood-crime rates,neighborhood-diversity of destinations,neighborhood-transit accessibility,neighborhood-vacancy rate,opportunity-age diversity,opportunity-high school graduation rate,opportunity-income inequality,opportunity-jobs/worker,transportation-ADA-accessible stations and vehicles,transportation-congestion,transportation-crash rates,transportation-frequency of local transit service,transportation-household transportation costs,transportation-speed limits,transportation-walk trips
40.742233,"Rose Hill, New York, NY",-73.98373750000002,82,114545,15,9,13,11,10,9,10,1273,100.000 percent,0.134 institutions,8.641 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,98.400 percent,0.000 priority score,15.000 percent,"36.662 discharges / 1,000 Medicare enrollees",11.900 percent,61,58,77,40,91,13,100,83.000 stores and markets,1.000 libraries,4.000 parks,100816.000 jobs + people / sq. mi.,557522.000 jobs,"222.000 crimes / 10,000 people",0.934 diversity score (0-1 scale),387901.000 jobs,21.700 percent,0.692 relative diversity,80.600 percent,0.599 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.760 fatal crashes,872.000 buses and trains,7772.000 dollars,27.510 miles per hour,4.580 trips
40.6605508,"South Slope, New York, NY",-73.9874105,80,57163,7,1,0,2,10,36,0,681,73.800 percent,0.131 institutions,3.892 organizations,0.979 involvement index,0.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,96.800 percent,96.800 percent,0.000 priority score,21.000 percent,"50.240 discharges / 1,000 Medicare enrollees",14.400 percent,42,37,58,37,78,28,76,37.000 stores and markets,0.000 libraries,2.000 parks,36386.000 jobs + people / sq. mi.,265522.000 jobs,"223.000 crimes / 10,000 people",0.731 diversity score (0-1 scale),73304.000 jobs,5.400 percent,0.651 relative diversity,80.600 percent,0.517 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.779 fatal crashes,128.000 buses and trains,9144.000 dollars,37.180 miles per hour,1.270 trips
40.6534959,"Southwestern Brooklyn, New York, NY",-74.010211,80,31728,19,9,14,3,10,82,25,1266,68.300 percent,0.157 institutions,3.892 organizations,0.979 involvement index,0.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,66.600 percent,96.800 percent,0.000 priority score,31.400 percent,"50.240 discharges / 1,000 Medicare enrollees",23.900 percent,43,44,44,41,82,33,83,33.000 stores and markets,1.000 libraries,1.000 parks,32491.000 jobs + people / sq. mi.,187115.000 jobs,"223.000 crimes / 10,000 people",0.587 diversity score (0-1 scale),73944.000 jobs,6.200 percent,0.752 relative diversity,80.600 percent,0.517 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.809 fatal crashes,180.000 buses and trains,9876.000 dollars,36.250 miles per hour,2.020 trips
40.7432759,"Sunnyside, New York, NY",-73.9196324,81,54683,33,11,0,29,10,15,8,1285,0.000 percent,0.124 institutions,3.633 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,94.500 percent,95.500 percent,17.000 priority score,21.500 percent,"36.662 discharges / 1,000 Medicare enrollees",12.700 percent,24,27,58,48,96,43,100,57.000 stores and markets,1.000 libraries,2.000 parks,167345.000 jobs + people / sq. mi.,354062.000 jobs,"222.000 crimes / 10,000 people",0.849 diversity score (0-1 scale),165176.000 jobs,0.000 percent,0.811 relative diversity,69.000 percent,0.449 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.859 fatal crashes,445.000 buses and trains,7402.000 dollars,28.470 miles per hour,4.920 trips
40.7576281,"Sutton Place, New York, NY",-73.961698,82,96341,60,32,0,0,10,3,0,1164,100.000 percent,0.126 institutions,8.641 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,60.700 percent,98.400 percent,0.000 priority score,15.800 percent,"36.662 discharges / 1,000 Medicare enrollees",7.400 percent,61,34,82,25,84,12,100,30.000 stores and markets,1.000 libraries,0.000 parks,224402.000 jobs + people / sq. mi.,561310.000 jobs,"222.000 crimes / 10,000 people",0.852 diversity score (0-1 scale),255861.000 jobs,12.600 percent,0.655 relative diversity,80.600 percent,0.599 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.660 fatal crashes,417.000 buses and trains,7032.000 dollars,28.180 miles per hour,2.710 trips
40.759011,"Theater District, New York, NY",-73.9844722,82,124821,14,6,0,20,10,3,22,869,100.000 percent,0.146 institutions,8.641 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,98.400 percent,0.000 priority score,13.300 percent,"36.662 discharges / 1,000 Medicare enrollees",9.400 percent,62,58,81,35,88,12,100,90.000 stores and markets,1.000 libraries,1.000 parks,143656.000 jobs + people / sq. mi.,560082.000 jobs,"222.000 crimes / 10,000 people",0.931 diversity score (0-1 scale),496255.000 jobs,42.400 percent,0.658 relative diversity,80.600 percent,0.599 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.836 fatal crashes,742.000 buses and trains,9273.000 dollars,28.630 miles per hour,14.220 trips
40.7162692,"Tribeca, New York, NY",-74.0086323,82,250001,31,8,1,7,10,4,6,1580,87.500 percent,0.163 institutions,8.641 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,47.800 percent,98.400 percent,0.000 priority score,15.700 percent,"36.662 discharges / 1,000 Medicare enrollees",8.800 percent,60,36,80,17,91,23,98,50.000 stores and markets,1.000 libraries,6.000 parks,127023.000 jobs + people / sq. mi.,436520.000 jobs,"222.000 crimes / 10,000 people",0.929 diversity score (0-1 scale),420621.000 jobs,23.500 percent,0.862 relative diversity,80.600 percent,0.599 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.828 fatal crashes,371.000 buses and trains,8320.000 dollars,30.310 miles per hour,2.350 trips
40.7571432,"Turtle Bay, New York, NY",-73.9718815,82,83866,24,13,2,22,10,13,8,1334,100.000 percent,0.131 institutions,8.641 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,98.400 percent,0.000 priority score,15.900 percent,"36.662 discharges / 1,000 Medicare enrollees",10.300 percent,61,58,78,31,90,20,100,70.000 stores and markets,1.000 libraries,1.000 parks,173420.000 jobs + people / sq. mi.,631288.000 jobs,"222.000 crimes / 10,000 people",0.892 diversity score (0-1 scale),426461.000 jobs,14.700 percent,0.817 relative diversity,80.600 percent,0.599 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.724 fatal crashes,849.000 buses and trains,8960.000 dollars,25.000 miles per hour,7.170 trips
40.7735649,"Upper East Side, New York, NY",-73.9565551,82,72212,53,25,0,12,10,2,20,746,100.000 percent,0.131 institutions,8.641 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,98.400 percent,0.000 priority score,17.000 percent,"36.662 discharges / 1,000 Medicare enrollees",10.800 percent,61,58,76,28,89,22,100,60.000 stores and markets,1.000 libraries,2.000 parks,156349.000 jobs + people / sq. mi.,454129.000 jobs,"222.000 crimes / 10,000 people",0.840 diversity score (0-1 scale),240689.000 jobs,16.800 percent,0.839 relative diversity,80.600 percent,0.599 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.704 fatal crashes,620.000 buses and trains,7334.000 dollars,29.160 miles per hour,2.430 trips
40.8089419,"Central Harlem, New York, NY",-73.9482305,82,32957,31,8,59,1,10,15,29,1080,100.000 percent,0.138 institutions,8.641 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,98.400 percent,18.000 priority score,29.100 percent,"36.662 discharges / 1,000 Medicare enrollees",19.100 percent,62,58,49,45,86,27,98,48.000 stores and markets,1.000 libraries,3.000 parks,76870.000 jobs + people / sq. mi.,251501.000 jobs,"222.000 crimes / 10,000 people",0.719 diversity score (0-1 scale),173831.000 jobs,21.500 percent,0.904 relative diversity,80.600 percent,0.599 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.656 fatal crashes,684.000 buses and trains,8873.000 dollars,28.640 miles per hour,2.050 trips
40.7870106,"Upper West Side, New York, NY",-73.9753676,82,113318,31,13,1,6,10,6,3,1639,51.900 percent,0.145 institutions,8.641 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,98.400 percent,0.000 priority score,17.600 percent,"36.662 discharges / 1,000 Medicare enrollees",10.400 percent,55,58,76,31,90,25,97,35.000 stores and markets,1.000 libraries,2.000 parks,163692.000 jobs + people / sq. mi.,315737.000 jobs,"222.000 crimes / 10,000 people",0.984 diversity score (0-1 scale),212950.000 jobs,10.700 percent,0.878 relative diversity,80.600 percent,0.599 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.740 fatal crashes,766.000 buses and trains,8039.000 dollars,33.810 miles per hour,2.250 trips
40.8417082,"Washington Heights, New York, NY",-73.9393554,82,49189,27,11,15,10,10,62,18,2335,0.000 percent,0.149 institutions,8.641 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,98.400 percent,13.000 priority score,28.100 percent,"36.662 discharges / 1,000 Medicare enrollees",19.800 percent,44,58,52,45,95,17,100,75.000 stores and markets,1.000 libraries,3.000 parks,173252.000 jobs + people / sq. mi.,307438.000 jobs,"222.000 crimes / 10,000 people",0.677 diversity score (0-1 scale),197436.000 jobs,0.000 percent,0.764 relative diversity,80.600 percent,0.599 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.430 fatal crashes,745.000 buses and trains,7995.000 dollars,25.390 miles per hour,2.650 trips
40.73468,"West Village, New York, NY",-74.0047554,82,97857,27,4,3,10,10,8,5,733,100.000 percent,0.157 institutions,8.641 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,98.400 percent,0.000 priority score,15.900 percent,"36.662 discharges / 1,000 Medicare enrollees",10.400 percent,63,58,78,44,94,16,100,48.000 stores and markets,1.000 libraries,10.000 parks,122224.000 jobs + people / sq. mi.,368440.000 jobs,"222.000 crimes / 10,000 people",0.954 diversity score (0-1 scale),330900.000 jobs,9.600 percent,0.737 relative diversity,80.600 percent,0.599 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.756 fatal crashes,335.000 buses and trains,6758.000 dollars,28.410 miles per hour,3.320 trips
40.7081156,"Williamsburg, New York, NY",-73.9570696,80,36131,14,6,1,2,10,14,40,1800,59.000 percent,0.122 institutions,3.892 organizations,0.979 involvement index,0.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,80.100 percent,96.800 percent,20.000 priority score,24.800 percent,"36.662 discharges / 1,000 Medicare enrollees",26.900 percent,40,41,44,53,82,28,97,82.000 stores and markets,1.000 libraries,0.000 parks,68709.000 jobs + people / sq. mi.,355673.000 jobs,"223.000 crimes / 10,000 people",0.782 diversity score (0-1 scale),171418.000 jobs,10.500 percent,0.655 relative diversity,80.600 percent,0.517 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.759 fatal crashes,518.000 buses and trains,8388.000 dollars,33.870 miles per hour,2.900 trips
40.9312099,"Yonkers, New York, NY",-73.89874689999999,82,29635,48,27,39,28,9,25,15,1778,75.300 percent,0.290 institutions,5.272 organizations,0.979 involvement index,6.333 days,11.500 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,99.000 percent,0.000 priority score,35.900 percent,"66.670 discharges / 1,000 Medicare enrollees",20.800 percent,63,52,44,69,87,27,82,53.000 stores and markets,1.000 libraries,3.000 parks,68014.000 jobs + people / sq. mi.,115077.000 jobs,"125.000 crimes / 10,000 people",0.651 diversity score (0-1 scale),28122.000 jobs,10.200 percent,0.763 relative diversity,76.000 percent,0.538 coefficient,0.774 jobs / worker,93.000 percent,32.996 hours,2.498 fatal crashes,19.000 buses and trains,9483.000 dollars,28.960 miles per hour,1.730 trips
40.7762231,"Yorkville, New York, NY",-73.94920789999999,82,89083,38,18,1,2,10,4,5,1810,100.000 percent,0.129 institutions,8.641 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,98.400 percent,0.000 priority score,16.400 percent,"36.662 discharges / 1,000 Medicare enrollees",9.600 percent,61,58,78,34,90,14,100,57.000 stores and markets,1.000 libraries,2.000 parks,262429.000 jobs + people / sq. mi.,469366.000 jobs,"222.000 crimes / 10,000 people",0.811 diversity score (0-1 scale),158114.000 jobs,12.700 percent,0.702 relative diversity,80.600 percent,0.599 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.693 fatal crashes,475.000 buses and trains,7095.000 dollars,27.670 miles per hour,2.700 trips
